Rank,Seq Codes,Divisor,Bypass,c>7,A1 Wait,Always Bet,Div<1,Max Cap,Files,Success Rate,Turnover,Balance,Profit/Loss
499,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Dis,Ena,15,169,81.1%,75937,2209,491
500,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Dis,Dis,15,169,81.1%,74829,2209,491
501,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Dis,Dis,20,169,81.1%,80365,2185,486
502,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Dis,Dis,20,169,81.1%,77975,2139,475
503,"Alternative (8, 44, 10)",8,Dis,Ena,Ena,Dis,Ena,20,169,81.7%,80793,2130,469
504,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Ena,Dis,25,169,56.2%,152960,2096,466
505,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Ena,Dis,25,169,56.2%,152960,2096,466
506,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Dis,Dis,25,169,56.2%,149260,2073,457
507,"Standard (3, 4, 2)",8,Dis,Dis,Dis,Dis,Ena,30,169,69.8%,116300,2081,453
508,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Dis,Dis,30,169,56.2%,150896,2050,451
509,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Ena,Dis,25,169,55.6%,155270,2040,448
510,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Ena,Dis,25,169,55.6%,155270,2040,448
511,"Alternative (8, 44, 10)",8,Ena,Ena,Ena,Dis,Ena,20,169,81.7%,83241,2034,444
512,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Ena,Dis,30,169,56.2%,154228,2009,444
513,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Ena,Dis,30,169,56.2%,154228,2009,444
514,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Dis,Ena,20,169,65.1%,184858,1966,434
515,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Ena,Dis,30,169,55.6%,156558,1931,422
516,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Ena,Dis,30,169,55.6%,156558,1931,422
517,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Dis,Ena,20,169,65.7%,184257,1909,420
518,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Dis,Dis,25,169,56.2%,147260,1900,414
519,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Dis,Ena,20,169,55.6%,151602,1892,409
520,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Dis,Ena,20,169,56.2%,150492,1870,405
521,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Dis,Dis,30,169,56.2%,148772,1839,398
522,"Alternative (8, 44, 10)",16,Dis,Ena,Ena,Dis,Ena,30,169,79.9%,74877,1825,391
523,"Standard (3, 4, 2)",8,Ena,Dis,Ena,Dis,Ena,30,169,75.1%,89839,1820,391
524,"Standard (3, 4, 2)",8,Dis,Dis,Ena,Ena,Ena,30,169,75.1%,90342,1800,386
525,"Standard (3, 4, 2)",8,Ena,Dis,Ena,Ena,Ena,30,169,75.1%,90342,1800,386
526,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Ena,Ena,20,169,56.8%,152581,1766,384
527,"Alternative (8, 44, 10)",32,Ena,Ena,Dis,Ena,Ena,20,169,56.8%,152581,1766,384
528,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Ena,Ena,20,169,79.9%,86175,1763,379
529,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Ena,Ena,20,169,79.9%,86175,1763,379
530,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Ena,Ena,15,169,79.9%,81781,1720,368
531,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Ena,Ena,20,169,56.2%,154975,1717,368
532,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Ena,Ena,15,169,79.9%,81781,1720,368
533,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Ena,Ena,20,169,56.2%,154975,1717,368
534,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Dis,Ena,20,169,78.7%,74727,1720,365
535,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Dis,Dis,25,169,58.6%,166922,1714,364
536,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Dis,Dis,20,169,78.7%,72639,1700,360
537,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Dis,Dis,20,169,78.7%,71394,1700,359
538,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Ena,Dis,15,169,79.9%,80373,1680,357
539,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Ena,Dis,15,169,79.9%,80373,1680,357
540,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Dis,Ena,25,169,78.7%,75650,1657,350
541,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Dis,Ena,20,169,78.7%,73162,1652,347
542,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Ena,Dis,20,169,79.9%,82855,1633,346
543,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Dis,Dis,25,169,59.2%,166222,1652,346
544,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Ena,Dis,20,169,79.9%,82855,1633,346
545,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Dis,Dis,25,169,78.7%,73843,1636,346
546,"Alternative (8, 44, 10)",32,Ena,Dis,Ena,Dis,Dis,25,169,76.3%,64053,1632,344
547,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Dis,Dis,25,169,78.7%,72498,1628,343
548,"Alternative (8, 44, 10)",16,Ena,Ena,Ena,Ena,Ena,30,169,78.1%,76419,1629,341
549,"Alternative (8, 44, 10)",16,Dis,Ena,Ena,Ena,Ena,30,169,78.1%,76419,1629,341
550,"Alternative (8, 44, 10)",32,Dis,Dis,Ena,Dis,Dis,25,169,76.3%,63469,1613,340
551,"Alternative (8, 44, 10)",16,Dis,Ena,Ena,Ena,Ena,20,169,78.1%,72469,1614,338
552,"Alternative (8, 44, 10)",16,Ena,Ena,Ena,Ena,Ena,20,169,78.1%,72469,1614,338
553,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Dis,Dis,30,169,78.7%,74619,1599,337
554,"Alternative (8, 44, 10)",16,Ena,Ena,Ena,Dis,Ena,25,169,79.9%,74753,1609,337
555,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Dis,Ena,0,169,78.1%,65933,1603,336
556,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Ena,Dis,20,169,76.9%,74368,1587,336
557,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Ena,Dis,20,169,76.9%,74368,1587,336
558,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Dis,Dis,30,169,78.7%,73318,1591,334
559,"Alternative (8, 44, 10)",32,Ena,Dis,Ena,Dis,Ena,25,169,76.3%,65217,1583,332
560,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Ena,Dis,25,169,79.9%,84030,1577,332
561,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Ena,Dis,25,169,79.9%,84030,1577,332
562,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Ena,Dis,25,169,76.9%,75318,1562,329
563,"Alternative (8, 44, 10)",32,Dis,Dis,Ena,Dis,Ena,25,169,76.3%,63680,1570,329
564,"Alternative (8, 44, 10)",32,Ena,Ena,Ena,Ena,Ena,30,169,76.9%,65457,1560,329
565,"Alternative (8, 44, 10)",32,Dis,Ena,Ena,Ena,Ena,30,169,76.9%,65457,1560,329
566,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Ena,Dis,25,169,76.9%,75318,1562,329
567,"Alternative (8, 44, 10)",32,Ena,Dis,Ena,Dis,Dis,30,169,76.3%,64789,1564,327
568,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Dis,Dis,20,169,58.6%,167963,1553,326
569,"Alternative (8, 44, 10)",16,Ena,Dis,Ena,Ena,Dis,30,169,76.9%,75946,1540,324
570,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Ena,Dis,30,169,76.9%,75946,1540,324
571,"Alternative (8, 44, 10)",16,Dis,Ena,Ena,Ena,Ena,25,169,78.1%,74757,1558,324
572,"Alternative (8, 44, 10)",16,Ena,Ena,Ena,Ena,Ena,25,169,78.1%,74757,1558,324
573,"Alternative (8, 44, 10)",32,Dis,Dis,Ena,Dis,Dis,30,169,76.3%,64245,1541,322
574,"Alternative (8, 44, 10)",32,Ena,Dis,Ena,Dis,Ena,30,169,76.3%,66501,1538,321
575,"Alternative (8, 44, 10)",32,Dis,Dis,Ena,Ena,Ena,25,169,75.7%,68318,1536,320
576,"Alternative (8, 44, 10)",32,Ena,Dis,Ena,Ena,Ena,25,169,75.7%,68318,1536,320
577,"Alternative (8, 44, 10)",32,Dis,Dis,Ena,Dis,Ena,30,169,76.3%,64812,1521,317
578,"Alternative (8, 44, 10)",16,Dis,Ena,Dis,Ena,Ena,15,169,57.4%,163562,1495,313
579,"Alternative (8, 44, 10)",16,Ena,Ena,Dis,Ena,Ena,15,169,57.4%,163562,1495,313
580,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Dis,Dis,20,169,93.5%,26284,1370,289
581,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Dis,Dis,15,169,93.5%,25660,1364,287
582,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Dis,Dis,15,169,93.5%,25984,1364,287
583,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Dis,Ena,15,169,93.5%,25848,1364,287
584,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Dis,Dis,25,169,80.5%,81246,1367,281
585,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Dis,Ena,10,169,94.7%,27958,1350,280
586,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Dis,Dis,10,169,94.7%,27926,1350,280
587,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Dis,Dis,10,169,94.7%,27450,1350,279
588,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Dis,Ena,10,169,94.7%,27450,1350,279
589,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Dis,Dis,10,169,93.5%,24688,1334,278
590,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Dis,Dis,10,169,93.5%,24384,1334,278
591,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Dis,Ena,10,169,93.5%,24728,1334,278
592,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Dis,Ena,10,169,93.5%,24384,1334,278
593,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Dis,Ena,20,169,81.1%,83379,1328,272
594,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Ena,Dis,15,169,92.3%,26326,1303,271
595,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Ena,Dis,15,169,92.3%,26326,1303,271
596,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Dis,Dis,25,169,80.5%,78924,1324,270
597,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Ena,Ena,10,169,92.3%,25094,1279,264
598,"Standard (3, 4, 2)",16,Ena,Ena,Dis,Ena,Dis,10,169,92.3%,25054,1279,264
599,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Ena,Ena,10,169,92.3%,25094,1279,264
600,"Standard (3, 4, 2)",16,Dis,Ena,Dis,Ena,Dis,10,169,92.3%,25054,1279,264
601,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Dis,Dis,30,169,80.5%,81846,1290,262
602,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Dis,Dis,30,169,92.9%,24129,1246,260
603,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Dis,Dis,25,169,92.9%,23957,1243,259
604,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Ena,Dis,30,169,92.9%,24305,1250,259
605,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Ena,Dis,30,169,92.9%,24305,1250,259
606,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Dis,Dis,30,169,92.9%,23989,1245,259
607,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Ena,Dis,25,169,92.9%,24113,1247,258
608,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Ena,Dis,25,169,92.9%,24113,1247,258
609,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Dis,Dis,25,169,92.9%,23797,1242,258
610,"Alternative (8, 44, 10)",16,Dis,Dis,Dis,Ena,Ena,15,169,57.4%,167110,1286,257
611,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Ena,Dis,20,169,92.9%,23821,1243,257
612,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Dis,Dis,20,169,92.9%,23457,1239,257
613,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Ena,Dis,20,169,92.9%,23821,1243,257
614,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Dis,Dis,20,169,92.9%,23649,1236,257
615,"Alternative (8, 44, 10)",16,Ena,Dis,Dis,Ena,Ena,15,169,57.4%,167110,1286,257
616,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Dis,Ena,20,169,92.9%,23673,1239,257
617,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Ena,Ena,15,169,92.9%,23477,1240,256
618,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Dis,Ena,15,169,92.9%,22965,1234,256
619,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Dis,Ena,15,169,92.9%,23301,1231,256
620,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Ena,Dis,15,169,92.9%,23301,1240,256
621,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Ena,Dis,15,169,92.9%,23301,1240,256
622,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Dis,Dis,15,169,92.9%,22905,1234,256
623,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Ena,Ena,15,169,92.9%,23477,1240,256
624,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Dis,Dis,15,169,92.9%,23125,1231,256
625,"Alternative (8, 44, 10)",8,Dis,Dis,Dis,Dis,Dis,25,169,64.5%,183479,1243,253
626,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Ena,Ena,10,169,94.1%,29263,1239,253
627,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Ena,Dis,10,169,94.1%,29223,1239,253
628,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Dis,Ena,20,169,80.5%,80554,1254,253
629,"Standard (3, 4, 2)",8,Ena,Ena,Dis,Ena,Dis,10,169,94.1%,29223,1239,253
630,"Standard (3, 4, 2)",8,Dis,Ena,Dis,Ena,Ena,10,169,94.1%,29263,1239,253
631,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Ena,Ena,10,169,92.9%,22373,1222,252
632,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Ena,Dis,10,169,92.9%,22341,1222,252
633,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Ena,Ena,10,169,92.9%,22373,1222,252
634,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Dis,Dis,25,169,65.1%,182865,1237,252
635,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Ena,Dis,10,169,92.9%,22341,1222,252
636,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Dis,Ena,10,169,92.9%,22161,1213,251
637,"Standard (3, 4, 2)",32,Ena,Ena,Dis,Dis,Dis,10,169,92.9%,22129,1213,251
638,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Dis,Ena,10,169,92.9%,21885,1212,250
639,"Standard (3, 4, 2)",32,Dis,Ena,Dis,Dis,Dis,10,169,92.9%,21885,1212,250
640,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Dis,Dis,30,169,80.5%,79612,1159,228
641,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Dis,Dis,25,169,55.0%,150126,1155,226
642,"Alternative (8, 44, 10)",32,Ena,Dis,Dis,Dis,Dis,30,169,55.0%,151786,1100,210
643,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Dis,Ena,20,169,55.0%,147525,1040,195
644,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Dis,Dis,30,169,97.0%,13399,972,193
645,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Dis,Dis,30,169,97.0%,13159,972,193
646,"Alternative (8, 44, 10)",32,Dis,Ena,Dis,Dis,Ena,20,169,55.6%,146699,1018,192
647,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Dis,Dis,25,169,97.0%,13343,967,191
648,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Dis,Dis,25,169,97.0%,13103,967,191
649,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Dis,Ena,20,169,97.0%,13591,939,184
650,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Dis,Ena,20,169,97.0%,13199,939,184
651,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Dis,Dis,20,169,97.0%,13223,939,184
652,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Dis,Dis,20,169,97.0%,12983,939,184
653,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Dis,Dis,25,169,55.0%,147982,978,181
654,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Ena,Dis,30,169,97.0%,14059,914,175
655,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Ena,Dis,30,169,97.0%,14059,914,175
656,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Dis,Dis,15,169,97.0%,13691,895,174
657,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Dis,Ena,15,169,97.0%,13767,895,174
658,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Dis,Ena,15,169,97.0%,14123,895,174
659,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Dis,Dis,15,169,97.0%,13931,895,174
660,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Ena,Dis,25,169,97.0%,13983,909,173
661,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Ena,Dis,25,169,97.0%,13983,909,173
662,"Standard (3, 4, 2)",8,Dis,Dis,Ena,Dis,Ena,30,169,74.6%,88099,942,171
663,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Dis,Ena,10,169,97.0%,12791,871,168
664,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Dis,Dis,10,169,97.0%,12999,871,168
665,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Dis,Dis,10,169,97.0%,12791,871,168
666,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Dis,Ena,10,169,97.0%,13031,871,168
667,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Ena,Dis,20,169,97.0%,13835,884,167
668,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Ena,Ena,20,169,97.0%,14395,884,167
669,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Ena,Ena,20,169,97.0%,14395,884,167
670,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Ena,Dis,20,169,97.0%,13835,884,167
671,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Ena,Ena,15,169,97.0%,14755,840,157
672,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Ena,Dis,15,169,97.0%,14487,840,157
673,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Ena,Ena,15,169,97.0%,14755,840,157
674,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Ena,Dis,15,169,97.0%,14487,840,157
675,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Ena,Dis,10,169,97.0%,13431,837,156
676,"Alternative (8, 44, 10)",32,Dis,Dis,Dis,Dis,Dis,30,169,55.0%,149546,881,156
677,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Ena,Dis,10,169,97.0%,13431,837,156
678,"Standard (3, 4, 2)",8,Ena,Ena,Ena,Ena,Ena,10,169,97.0%,13471,837,156
679,"Standard (3, 4, 2)",8,Dis,Ena,Ena,Ena,Ena,10,169,97.0%,13471,837,156
680,"Alternative (8, 44, 10)",8,Ena,Dis,Dis,Dis,Ena,20,169,65.1%,191400,806,144
681,"Alternative (8, 44, 10)",16,Dis,Dis,Ena,Dis,Ena,30,169,78.1%,76290,818,140
682,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Dis,Ena,25,169,96.4%,14206,762,138
683,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Dis,Ena,30,169,96.4%,14654,762,138
684,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Dis,Ena,20,169,96.4%,13401,756,137
685,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Dis,Ena,25,169,96.4%,13961,756,137
686,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Dis,Ena,30,169,96.4%,14429,756,137
687,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Dis,Dis,0,169,96.4%,15573,758,137
688,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Dis,Dis,30,169,96.4%,13777,756,137
689,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Dis,Ena,20,169,96.4%,13661,756,137
690,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Dis,Dis,0,169,96.4%,15573,758,137
691,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Dis,Dis,30,169,96.4%,13533,754,136
692,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Dis,Dis,20,169,96.4%,13053,754,136
693,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Dis,Dis,25,169,96.4%,13337,754,136
694,"Alternative (8, 44, 10)",16,Ena,Ena,Ena,Dis,Ena,30,169,79.3%,76150,806,136
695,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Dis,Dis,20,169,96.4%,13345,754,136
696,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Dis,Dis,25,169,96.4%,13605,754,136
697,"Alternative (8, 44, 10)",8,Dis,Dis,Ena,Ena,Dis,30,169,79.3%,84383,786,135
698,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Dis,Dis,15,169,96.4%,12837,750,135
699,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Dis,Dis,15,169,96.4%,12545,750,135
700,"Alternative (8, 44, 10)",8,Ena,Dis,Ena,Ena,Dis,30,169,79.3%,84383,786,135
701,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Dis,Ena,15,169,96.4%,12645,750,135
702,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Dis,Ena,15,169,96.4%,12957,751,135
703,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Ena,Ena,30,169,96.4%,14677,750,134
704,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Dis,Dis,25,169,96.4%,12089,745,134
705,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Ena,Dis,30,169,96.4%,12197,748,134
706,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Ena,Dis,25,169,96.4%,12077,748,134
707,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Ena,Ena,30,169,96.4%,12517,748,134
708,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Ena,Ena,25,169,96.4%,12325,748,134
709,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Dis,Dis,30,169,96.4%,12209,745,134
710,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Ena,Dis,0,169,96.4%,15605,753,134
711,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Ena,Dis,25,169,96.4%,12077,748,134
712,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Ena,Dis,0,169,96.4%,15605,753,134
713,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Ena,Dis,30,169,96.4%,12197,748,134
714,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Ena,Ena,30,169,96.4%,12517,748,134
715,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Ena,Ena,25,169,96.4%,14229,750,134
716,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Dis,Ena,30,169,96.4%,12529,745,134
717,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Dis,Ena,25,169,96.4%,12337,745,134
718,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Ena,Ena,20,169,96.4%,13693,750,134
719,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Ena,Ena,25,169,96.4%,12325,748,134
720,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Ena,Ena,30,169,96.4%,14677,750,134
721,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Ena,Ena,25,169,96.4%,14229,750,134
722,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Ena,Ena,20,169,96.4%,13693,750,134
723,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Dis,Ena,25,169,96.4%,12289,741,133
724,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Dis,Ena,20,169,96.4%,11997,741,133
725,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Ena,Dis,20,169,96.4%,11921,745,133
726,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Ena,Dis,20,169,96.4%,11921,745,133
727,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Ena,Ena,15,169,96.4%,12981,748,133
728,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Ena,Dis,30,169,96.4%,13785,748,133
729,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Ena,Dis,30,169,96.4%,13785,748,133
730,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Ena,Dis,25,169,96.4%,13609,748,133
731,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Ena,Dis,20,169,96.4%,13349,748,133
732,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Ena,Ena,20,169,96.4%,12073,745,133
733,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Ena,Dis,15,169,96.4%,12853,748,133
734,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Dis,Ena,30,169,96.4%,12501,741,133
735,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Dis,Dis,20,169,96.4%,11925,741,133
736,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Ena,Ena,15,169,96.4%,12981,748,133
737,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Dis,Dis,25,169,96.4%,12041,741,133
738,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Dis,Dis,30,169,96.4%,12181,741,133
739,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Ena,Dis,25,169,96.4%,13609,748,133
740,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Dis,Ena,20,169,96.4%,12077,741,133
741,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Ena,Ena,20,169,96.4%,12073,745,133
742,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Ena,Dis,20,169,96.4%,13349,748,133
743,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Ena,Dis,15,169,96.4%,12853,748,133
744,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Dis,Dis,20,169,96.4%,11845,741,133
745,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Ena,Ena,10,169,96.4%,12037,745,132
746,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Ena,Ena,15,169,96.4%,11685,742,132
747,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Ena,Dis,10,169,96.4%,12029,745,132
748,"Standard (3, 4, 2)",32,Ena,Ena,Ena,Ena,Ena,15,169,96.4%,11685,742,132
749,"Standard (3, 4, 2)",16,Ena,Ena,Ena,Ena,Ena,10,169,96.4%,12037,745,132
750,"Standard (3, 4, 2)",32,Dis,Ena,Ena,Ena,Dis,15,169,96.4%,11637,742,132
751,"Standard (3, 4, 2)",16,Dis,Ena,Ena,Ena,Dis,10,169,96.4%,12029,745,132
